Loan_ID,Age,Employment_Type,Annual_Income_INR,Credit_Score,Loan_Purpose,Loan_Amount_INR,Loan_Term_Months,Existing_Loans,Debt_to_Income_Ratio,Interest_Rate_Pct,Region,Loan_Status,Default_Flag
LN101873,60,Student,115578,744,Home,45000,24,1,46.2,11.24,West,Rejected,No
LN101874,34,Student,222148,640,Home,330000,48,1,31.5,12.14,North,Rejected,No
LN101875,38,Business Owner,192800,618,Medical,121000,60,0,26.2,13.01,Central,Approved,Yes
LN101876,33,Business Owner,886800,696,Personal,229000,60,0,52.6,11.91,West,Rejected,No
LN101877,38,Salaried,333700,753,Medical,468000,48,3,28.8,13.3,South,Rejected,No
LN101878,21,Salaried,699200,595,Education,908000,36,2,46.3,13.04,East,Rejected,No
LN101879,44,Self-Employed,797100,653,Business,1277000,60,0,35.2,11.77,South,Approved,No
LN101880,44,Self-Employed,905300,737,Vehicle,1463000,60,0,53.9,12.15,West,Rejected,No
LN101881,33,Salaried,335200,703,Home,192000,36,2,21.8,11.08,North,Approved,No
LN101882,31,Self-Employed,627100,792,Business,746000,12,0,21.8,10.2,West,Rejected,No
LN101883,51,Salaried,1628800,608,Home,2929000,84,0,42.3,13.73,South,Rejected,No
LN101884,28,Business Owner,1668800,850,Vehicle,859000,60,3,18.4,10.84,West,Approved,No
LN101885,22,Salaried,1118800,600,Business,1011000,36,0,33.4,13.22,Central,Rejected,No
LN101886,22,Salaried,782600,568,Personal,1289000,60,1,50.6,14.44,South,Rejected,No
LN101887,56,Salaried,374000,696,Personal,103000,60,0,10.6,11.86,South,Rejected,No
LN101888,35,Salaried,965100,626,Vehicle,1619000,24,2,36.8,11.99,East,Rejected,No
LN101889,25,Business Owner,595900,697,Home,554000,24,2,46.5,12.91,East,Approved,No
LN101890,56,Salaried,884700,695,Medical,1432000,84,1,31.7,11.27,North,Rejected,No
LN101891,26,Salaried,458900,687,Home,531000,60,1,20.9,11.52,East,Approved,No
LN101892,34,Business Owner,591000,645,Education,734000,24,0,28.8,12.35,West,Rejected,No
LN101893,21,Self-Employed,711400,728,Education,1006000,60,0,21.9,11.45,Central,Approved,No
LN101894,48,Salaried,744300,679,Medical,159000,48,1,32.8,10.96,West,Rejected,No
LN101895,48,Salaried,852800,772,Business,995000,60,3,28.7,10.69,East,Approved,No
LN101896,51,Salaried,472700,688,Vehicle,790000,36,1,25.8,11.95,South,Approved,No
LN101897,31,Self-Employed,310500,637,Medical,536000,12,0,37.6,12.24,North,Rejected,No
LN101898,34,Salaried,1588600,590,Home,2774000,24,2,50.9,14.17,East,Rejected,No
LN101899,58,Salaried,2555700,689,Business,3062000,84,1,35.9,13.12,East,Approved,No
LN101900,53,Salaried,831400,618,Home,978000,60,1,48.1,12.3,West,Rejected,No
LN101901,22,Self-Employed,313800,612,Vehicle,326000,72,0,50.9,13.24,South,Rejected,No
LN101902,48,Salaried,424800,734,Home,481000,12,0,25.0,12.69,North,Approved,No
LN101903,53,Business Owner,860000,584,Medical,981000,60,2,35.3,12.94,South,Rejected,No
LN101904,43,Salaried,1359100,792,Medical,234000,48,0,26.9,10.88,East,Approved,No
LN101905,46,Self-Employed,333600,710,Personal,84000,60,1,14.2,12.1,South,Approved,No
LN101906,21,Salaried,607000,697,Education,700000,36,3,36.3,11.96,North,Rejected,No
LN101907,22,Salaried,724000,633,Education,459000,60,4,19.4,13.14,North,Rejected,No
LN101908,22,Salaried,1045800,750,Vehicle,640000,12,0,37.8,11.35,South,Approved,No
LN101909,27,Business Owner,538100,700,Vehicle,231000,12,3,13.3,11.23,South,Approved,No
LN101910,60,Business Owner,275000,655,Home,402000,60,1,34.1,12.99,Central,Rejected,No
LN101911,46,Salaried,914700,713,Personal,1591000,24,0,13.2,11.52,Central,Approved,No
LN101912,52,Salaried,1206700,591,Personal,1408000,12,1,40.1,13.18,North,Rejected,No
LN101913,32,Business Owner,621100,594,Medical,1060000,84,0,27.3,11.42,West,Rejected,No
LN101914,58,Self-Employed,812300,627,Vehicle,1302000,36,2,26.1,12.21,East,Approved,No
LN101915,28,Salaried,500700,723,Vehicle,236000,60,0,45.5,12.78,Central,Approved,No
LN101916,57,Salaried,408200,700,Personal,147000,72,0,28.1,11.38,East,Rejected,No
LN101917,22,Self-Employed,1143100,768,Home,525000,60,2,33.3,12.0,North,Approved,No
LN101918,21,Self-Employed,804400,640,Personal,212000,12,3,29.6,12.63,North,Rejected,No
LN101919,24,Self-Employed,851200,737,Business,929000,60,1,38.1,11.74,Central,Rejected,No
LN101920,52,Student,203800,693,Home,118000,60,1,44.5,13.34,Central,Rejected,No
LN101921,31,Salaried,363900,639,Education,601000,36,1,42.0,12.53,East,Rejected,No
LN101922,39,Salaried,479800,725,Business,548000,60,2,26.4,11.5,East,Approved,No
LN101923,39,Salaried,709000,696,Personal,504000,84,0,46.5,12.27,East,Approved,No
LN101924,52,Salaried,476600,659,Personal,845000,24,1,21.0,12.13,West,Approved,No
LN101925,34,Salaried,999900,703,Personal,1720000,24,0,23.1,12.32,East,Approved,No
LN101926,21,Salaried,586300,692,Personal,835000,60,3,30.5,11.02,North,Approved,No
LN101927,36,Salaried,376600,690,Home,545000,48,3,44.6,13.03,South,Rejected,No
LN101928,32,Self-Employed,673900,673,Business,1187000,60,2,18.0,11.94,East,Approved,No
LN101929,50,Salaried,713800,615,Medical,800000,24,0,42.7,13.36,South,Rejected,No
LN101930,51,Salaried,1086900,705,Home,1735000,12,0,31.3,13.64,West,Approved,No
LN101931,24,Self-Employed,806900,648,Home,170000,60,2,26.8,11.95,Central,Approved,No
LN101932,52,Self-Employed,837700,634,Personal,873000,84,0,45.2,12.03,South,Rejected,No
LN101933,23,Business Owner,775200,684,Personal,740000,24,3,22.4,12.05,Central,Rejected,No
LN101934,45,Business Owner,586100,748,Vehicle,96000,72,2,59.4,12.57,West,Approved,No
LN101935,36,Self-Employed,438400,712,Personal,109000,36,3,29.9,12.49,East,Rejected,No
LN101936,33,Salaried,761900,665,Personal,104000,12,3,33.8,11.97,North,Rejected,No
LN101937,40,Salaried,541200,663,Personal,325000,60,2,50.5,12.2,South,Rejected,No
LN101938,33,Self-Employed,1646400,741,Home,314000,36,1,34.1,10.68,Central,Approved,No
LN101939,52,Salaried,1359900,544,Home,1114000,60,0,46.3,12.67,West,Rejected,No
LN101940,59,Salaried,920600,752,Vehicle,1364000,36,1,8.6,10.73,East,Approved,No
LN101941,53,Salaried,800400,578,Medical,915000,48,1,26.7,12.79,North,Rejected,No
LN101942,38,Salaried,619300,608,Personal,771000,36,3,36.8,14.33,South,Rejected,No
LN101943,41,Salaried,324800,667,Vehicle,50000,72,1,45.0,11.43,East,Approved,No
LN101944,38,Salaried,577100,841,Medical,881000,84,1,41.2,11.36,West,Approved,No
LN101945,52,Business Owner,687300,809,Vehicle,240000,48,0,40.1,10.85,Central,Approved,No
LN101946,43,Business Owner,737400,746,Personal,453000,48,2,44.7,12.13,South,Approved,No
LN101947,39,Salaried,841500,723,Home,823000,84,1,37.7,11.6,South,Rejected,No
LN101948,37,Business Owner,1078900,579,Personal,1814000,24,2,6.3,13.08,South,Approved,No
LN101949,36,Salaried,444200,710,Personal,798000,72,1,49.3,13.1,North,Rejected,No
LN101950,43,Business Owner,446400,664,Business,639000,60,3,21.9,11.98,North,Approved,No
LN101951,48,Student,98869,647,Vehicle,132000,72,3,35.8,13.55,South,Approved,No
LN101952,38,Salaried,993300,710,Vehicle,990000,36,0,34.2,12.53,West,Approved,No
LN101953,53,Business Owner,524300,669,Home,646000,36,2,32.6,13.26,South,Rejected,No
LN101954,54,Student,217496,757,Medical,75000,36,0,18.7,11.21,Central,Rejected,No
LN101955,38,Business Owner,614300,574,Home,343000,12,2,8.7,13.12,Central,Rejected,No
LN101956,57,Student,87445,705,Personal,155000,24,0,20.0,11.15,North,Approved,No
LN101957,27,Self-Employed,843000,643,Personal,1488000,84,0,41.9,12.12,West,Approved,No
LN101958,58,Salaried,2620800,673,Home,1701000,36,1,14.6,13.33,North,Rejected,No
LN101959,32,Business Owner,721500,720,Vehicle,368000,12,1,21.4,10.84,North,Rejected,No
LN101960,43,Self-Employed,935800,627,Home,459000,36,1,37.0,12.43,South,Rejected,No
LN101961,32,Self-Employed,257100,711,Personal,238000,48,0,19.7,10.3,North,Rejected,No
LN101962,38,Salaried,497800,686,Medical,239000,60,2,25.5,11.38,West,Rejected,No
LN101963,34,Self-Employed,1277700,657,Vehicle,1536000,12,1,33.0,11.7,West,Rejected,No
LN101964,49,Salaried,811000,669,Medical,184000,60,1,35.4,11.89,East,Rejected,No
LN101965,24,Self-Employed,120000,690,Home,33000,72,1,19.4,12.0,East,Approved,No
LN101966,54,Salaried,941700,650,Vehicle,538000,36,1,33.7,12.85,West,Approved,No
LN101967,57,Self-Employed,1866800,700,Medical,2654000,60,1,36.8,11.44,West,Rejected,No
LN101968,43,Business Owner,216900,682,Business,141000,36,0,16.7,11.23,Central,Rejected,No
LN101969,42,Salaried,1499100,660,Vehicle,1350000,48,0,34.6,13.17,West,Rejected,No
LN101970,48,Salaried,141500,803,Personal,172000,84,0,23.4,12.18,South,Approved,No
LN101971,28,Salaried,1088800,727,Business,1568000,72,1,33.5,12.73,East,Approved,No
LN101972,50,Student,185341,675,Business,115000,36,0,40.7,11.29,East,Rejected,No
LN101973,29,Self-Employed,178500,709,Personal,240000,48,2,29.9,12.73,North,Rejected,No
LN101974,48,Salaried,830800,633,Home,487000,36,1,43.0,14.13,West,Approved,No
LN101975,33,Salaried,1224100,672,Home,1464000,60,2,41.5,11.3,Central,Approved,No
LN101976,50,Salaried,794000,679,Personal,688000,60,4,42.9,13.22,Central,Rejected,No
LN101977,52,Salaried,896600,619,Personal,1502000,24,2,36.8,12.95,South,Approved,Yes
LN101978,29,Student,160951,725,Education,285000,84,0,45.2,11.93,North,Rejected,No
LN101979,45,Self-Employed,233500,667,Education,331000,60,0,36.6,12.48,North,Rejected,No
LN101980,40,Salaried,951000,677,Vehicle,1575000,24,0,12.0,12.02,West,Approved,No
LN101981,32,Business Owner,1701600,663,Vehicle,565000,72,2,22.5,12.89,East,Approved,No
LN101982,44,Salaried,1209800,850,Vehicle,1467000,60,1,29.5,11.54,West,Approved,No
LN101983,60,Business Owner,217800,657,Vehicle,95000,36,2,31.0,11.29,Central,Approved,No
LN101984,21,Salaried,282500,566,Home,161000,60,2,36.3,12.75,South,Rejected,No
LN101985,59,Self-Employed,408200,596,Business,404000,72,1,22.3,12.68,South,Rejected,No
LN101986,55,Business Owner,270700,749,Personal,369000,84,0,56.1,13.34,West,Approved,No
LN101987,42,Salaried,666000,787,Home,883000,36,1,30.8,9.39,South,Approved,No
LN101988,45,Self-Employed,807000,656,Vehicle,1274000,60,2,31.9,11.95,East,Approved,No
LN101989,35,Student,103862,783,Vehicle,109000,72,3,24.0,10.09,South,Rejected,No
LN101990,26,Salaried,996600,748,Personal,1669000,84,1,20.0,10.38,East,Approved,No
LN101991,43,Salaried,904700,688,Personal,1456000,12,2,30.5,12.77,Central,Rejected,No
LN101992,53,Self-Employed,480800,683,Personal,742000,60,3,32.3,11.8,North,Approved,No
LN101993,30,Salaried,591200,712,Personal,290000,72,2,31.0,10.27,East,Rejected,No
LN101994,49,Salaried,222400,757,Home,223000,12,0,51.9,11.96,Central,Rejected,No
LN101995,50,Salaried,541400,726,Education,732000,48,2,30.5,13.2,South,Approved,No
LN101996,51,Business Owner,652600,656,Home,1148000,60,1,31.0,11.09,West,Rejected,No
LN101997,34,Salaried,713200,689,Vehicle,85000,60,2,41.8,12.73,Central,Approved,No
LN101998,36,Salaried,800600,829,Vehicle,525000,60,2,29.9,12.04,South,Approved,No
LN101999,37,Business Owner,743500,716,Personal,507000,12,3,38.5,12.02,North,Approved,No
LN102000,55,Self-Employed,562000,757,Home,332000,60,0,16.7,12.54,North,Approved,No
LN102001,57,Business Owner,760800,735,Personal,1133000,36,2,16.7,10.9,North,Approved,No
LN102002,37,Salaried,1127900,718,Education,199000,72,1,33.5,12.93,South,Rejected,No
LN102003,59,Student,64829,707,Vehicle,46000,48,1,29.2,12.75,North,Rejected,No
LN102004,43,Self-Employed,774100,758,Personal,1014000,12,0,22.3,11.3,South,Approved,No
LN102005,36,Salaried,586700,747,Home,464000,84,2,33.5,10.65,West,Approved,No
LN102006,21,Business Owner,455400,717,Vehicle,157000,60,1,34.5,11.25,South,Approved,No
LN102007,45,Salaried,866600,655,Vehicle,987000,36,0,23.5,10.53,East,Rejected,No
LN102008,46,Salaried,479000,725,Personal,473000,36,1,25.8,12.09,North,Approved,No
LN102009,59,Salaried,803800,696,Home,1422000,60,0,34.6,12.45,West,Rejected,No
LN102010,49,Self-Employed,660200,680,Medical,906000,84,1,19.7,11.93,South,Rejected,No
LN102011,22,Salaried,549900,850,Medical,977000,36,0,24.8,10.56,North,Approved,No
LN102012,43,Salaried,542700,600,Business,226000,84,3,38.4,13.94,Central,Rejected,No
LN102013,50,Salaried,491500,762,Education,686000,36,1,31.7,11.73,West,Approved,No
LN102014,40,Salaried,262900,644,Personal,273000,60,2,26.3,11.94,West,Rejected,No
LN102015,38,Salaried,802400,709,Home,1052000,36,2,21.2,11.79,West,Approved,No
LN102016,53,Self-Employed,738300,850,Business,661000,24,0,19.8,11.95,South,Rejected,No
LN102017,45,Salaried,1037200,637,Personal,478000,84,1,30.4,12.92,South,Rejected,No
LN102018,48,Salaried,485300,653,Home,86000,24,0,56.3,12.74,East,Rejected,No
LN102019,39,Self-Employed,1843500,699,Vehicle,2812000,84,0,38.8,12.17,West,Approved,No
LN102020,32,Salaried,527500,645,Business,783000,24,2,16.0,12.39,Central,Approved,No
LN102021,41,Self-Employed,401700,757,Business,151000,36,1,40.5,11.49,East,Rejected,No
LN102022,59,Salaried,376300,665,Personal,450000,84,0,22.9,11.72,South,Rejected,No
LN102023,45,Salaried,250500,743,Vehicle,339000,60,3,31.9,11.67,West,Rejected,No
LN102024,49,Salaried,1510100,614,Business,1583000,24,1,24.9,13.6,West,Rejected,No
LN102025,25,Salaried,1381700,583,Business,883000,60,0,56.3,14.12,South,Rejected,No
LN102026,60,Salaried,904500,685,Business,1445000,24,1,18.4,11.52,South,Approved,Yes
LN102027,30,Business Owner,397100,598,Vehicle,473000,72,0,35.8,13.54,North,Rejected,No
LN102028,59,Salaried,1760200,799,Personal,2331000,12,1,23.8,11.03,South,Rejected,No
LN102029,38,Self-Employed,535700,601,Business,647000,60,1,40.9,13.28,West,Rejected,No
LN102030,57,Self-Employed,560600,633,Home,743000,12,1,35.5,12.83,South,Rejected,No
LN102031,56,Salaried,1432900,727,Vehicle,497000,60,1,47.1,10.71,East,Rejected,No
LN102032,51,Salaried,933900,662,Home,1558000,84,0,40.6,10.41,South,Approved,No
LN102033,57,Salaried,2181100,601,Vehicle,1278000,72,1,23.7,12.77,North,Rejected,No
LN102034,45,Salaried,745300,833,Business,1134000,36,1,67.0,11.24,West,Rejected,No
LN102035,54,Salaried,522500,635,Home,846000,36,1,38.7,11.57,East,Approved,No
LN102036,27,Business Owner,464300,687,Personal,560000,24,1,25.4,11.39,West,Rejected,No
LN102037,23,Student,166984,686,Home,187000,72,1,34.5,12.85,West,Approved,Yes
LN102038,42,Salaried,557700,746,Business,159000,24,2,39.6,12.1,West,Rejected,No
LN102039,53,Self-Employed,1219900,730,Business,1027000,60,0,39.1,12.5,North,Approved,No
LN102040,51,Business Owner,903500,646,Personal,1030000,36,0,38.0,12.92,East,Approved,No
LN102041,42,Salaried,657300,679,Personal,157000,84,0,43.6,11.84,South,Rejected,No
LN102042,41,Business Owner,376100,685,Home,109000,60,1,42.4,12.95,West,Rejected,No
LN102043,45,Self-Employed,736400,749,Business,1317000,60,2,21.8,11.79,East,Approved,No
LN102044,55,Business Owner,1134600,624,Personal,754000,84,0,57.3,13.18,North,Rejected,No
LN102045,54,Student,65735,831,Home,46000,84,0,55.6,11.61,East,Approved,No
LN102046,25,Salaried,712400,651,Medical,376000,60,0,41.6,13.21,West,Rejected,No
LN102047,44,Salaried,419300,699,Home,502000,60,1,32.5,11.52,South,Rejected,No
LN102048,36,Self-Employed,1047200,625,Personal,947000,60,0,32.7,13.4,West,Approved,No
LN102049,52,Salaried,120000,616,Home,173000,48,0,28.1,13.0,Central,Rejected,No
LN102050,41,Salaried,802300,643,Personal,779000,12,1,29.7,12.43,North,Rejected,No
LN102051,60,Student,154403,637,Home,25000,60,2,5.8,12.95,East,Approved,No
LN102052,38,Salaried,283500,673,Home,261000,60,1,50.4,11.79,Central,Rejected,No
LN102053,48,Salaried,569200,636,Vehicle,110000,24,1,46.1,12.57,North,Rejected,No
LN102054,25,Business Owner,647200,745,Medical,974000,36,1,11.9,10.68,South,Approved,No
LN102055,58,Salaried,504000,649,Education,148000,60,0,42.7,12.95,East,Approved,No
LN102056,27,Salaried,1149400,642,Personal,539000,24,2,31.9,13.31,East,Rejected,No
LN102057,36,Student,128211,674,Personal,113000,60,3,29.6,11.48,West,Rejected,No
LN102058,54,Salaried,706800,765,Business,305000,60,1,37.9,13.97,East,Approved,No
LN102059,59,Salaried,1007700,714,Education,1025000,36,0,11.1,10.93,East,Approved,No
LN102060,40,Salaried,656000,694,Personal,579000,36,0,31.9,12.32,South,Approved,No
LN102061,40,Student,63400,607,Medical,109000,36,1,33.0,12.8,North,Rejected,No
LN102062,22,Salaried,706400,626,Vehicle,177000,36,0,33.0,12.67,East,Rejected,No
LN102063,60,Salaried,723700,617,Vehicle,782000,60,2,15.6,11.72,North,Approved,No
LN102064,21,Salaried,253700,785,Business,336000,60,0,37.4,12.23,Central,Approved,No
LN102065,22,Salaried,482100,734,Vehicle,153000,72,3,44.7,11.47,North,Approved,No
LN102066,39,Business Owner,1221700,644,Vehicle,1444000,12,1,36.9,11.36,North,Rejected,No
LN102067,21,Salaried,311800,663,Education,489000,60,2,29.2,11.47,West,Rejected,No
LN102068,27,Student,84715,646,Business,122000,36,1,64.3,14.28,North,Rejected,No
LN102069,46,Salaried,661700,642,Medical,1118000,72,1,20.9,13.09,South,Rejected,No
LN102070,49,Salaried,1381400,730,Personal,1830000,12,1,41.3,10.61,Central,Rejected,No
LN102071,32,Business Owner,665300,681,Personal,512000,60,3,34.9,12.82,West,Approved,No
LN102072,52,Salaried,540300,835,Vehicle,899000,60,0,56.1,10.16,South,Approved,No
LN102073,45,Salaried,233900,781,Home,113000,36,0,36.6,11.47,South,Approved,No
LN102074,30,Business Owner,833600,785,Home,911000,84,0,39.2,10.68,East,Rejected,No
LN102075,49,Salaried,935100,744,Home,1311000,24,1,38.1,12.45,East,Approved,No
LN102076,44,Self-Employed,244000,673,Home,386000,24,1,19.3,12.31,North,Approved,No
LN102077,53,Student,82204,739,Personal,136000,60,3,21.6,12.14,North,Approved,No
LN102078,27,Salaried,990400,677,Home,242000,60,1,28.7,11.92,West,Rejected,No
LN102079,30,Salaried,1211700,806,Home,1617000,36,1,43.5,11.33,South,Rejected,No
LN102080,33,Salaried,896000,726,Vehicle,400000,36,4,34.8,10.84,West,Approved,No
LN102081,34,Salaried,931200,717,Education,1326000,24,0,29.5,11.11,North,Approved,No
LN102082,56,Salaried,865600,708,Home,1118000,72,1,48.5,13.04,East,Rejected,No
LN102083,50,Self-Employed,1048000,813,Home,428000,60,2,8.2,10.78,East,Approved,Yes
LN102084,42,Salaried,239000,607,Education,362000,36,1,16.5,12.45,South,Rejected,No
LN102085,42,Self-Employed,284700,819,Personal,252000,36,0,5.0,11.28,East,Approved,No
LN102086,56,Salaried,433600,688,Business,444000,84,1,46.5,11.57,North,Rejected,No
LN102087,38,Salaried,605200,609,Business,1060000,72,3,30.8,13.23,Central,Approved,No
LN102088,30,Salaried,804700,651,Business,979000,12,4,43.6,11.88,West,Rejected,No
LN102089,26,Self-Employed,777100,593,Personal,855000,60,0,30.7,13.88,South,Rejected,No
LN102090,34,Salaried,1201600,742,Medical,154000,24,1,44.3,12.38,East,Approved,No
LN102091,47,Salaried,1222500,633,Personal,536000,36,1,30.5,13.2,Central,Rejected,No
LN102092,39,Business Owner,402300,711,Personal,58000,72,0,36.9,11.57,South,Rejected,No
LN102093,37,Self-Employed,741100,774,Vehicle,494000,72,0,35.2,13.04,South,Approved,No
LN102094,40,Salaried,407800,656,Vehicle,280000,24,0,36.1,13.88,West,Rejected,No
LN102095,59,Business Owner,586100,683,Vehicle,587000,72,4,52.2,12.97,North,Rejected,No
LN102096,60,Salaried,775800,615,Home,987000,60,2,12.5,13.04,West,Approved,No
LN102097,27,Salaried,120000,675,Business,49000,60,2,31.2,11.99,North,Rejected,No
LN102098,25,Salaried,2448300,850,Home,2749000,60,1,34.4,10.0,West,Rejected,No
LN102099,30,Salaried,887600,751,Personal,1472000,60,2,32.6,12.19,South,Approved,No
LN102100,55,Salaried,468400,683,Business,194000,84,2,27.2,11.4,North,Approved,No
LN102101,39,Business Owner,1876200,660,Vehicle,2290000,36,2,25.6,13.1,Central,Rejected,No
LN102102,55,Salaried,536900,697,Home,95000,60,1,50.4,13.24,East,Rejected,No
LN102103,46,Business Owner,699100,708,Vehicle,701000,36,0,31.2,12.11,South,Rejected,No
LN102104,43,Business Owner,497200,673,Vehicle,676000,72,1,61.3,13.1,West,Approved,Yes
LN102105,32,Self-Employed,1612500,734,Medical,255000,24,3,38.3,12.6,East,Rejected,No
LN102106,34,Self-Employed,613500,638,Personal,409000,48,3,28.5,12.63,North,Rejected,No
LN102107,26,Self-Employed,705700,638,Personal,1124000,60,1,38.6,12.4,West,Rejected,No
LN102108,41,Student,235835,724,Personal,114000,36,0,33.3,10.81,Central,Rejected,No
LN102109,32,Salaried,896800,624,Personal,1192000,36,0,48.1,13.71,South,Approved,No
LN102110,32,Salaried,630900,747,Personal,720000,36,3,18.0,11.56,Central,Approved,No
LN102111,22,Salaried,1197100,699,Home,453000,60,1,10.4,13.42,East,Approved,No
LN102112,52,Self-Employed,2625800,581,Education,3573000,36,0,36.3,13.02,North,Approved,No
LN102113,58,Salaried,774000,707,Home,778000,48,0,42.0,12.43,West,Approved,No
LN102114,40,Self-Employed,693100,590,Personal,201000,60,1,35.4,13.22,South,Rejected,No
LN102115,42,Salaried,714000,745,Business,1224000,84,1,40.1,12.32,West,Approved,No
LN102116,58,Business Owner,1336400,684,Personal,1251000,60,3,38.3,11.63,East,Approved,No
LN102117,41,Salaried,467500,820,Personal,639000,24,1,14.2,10.57,North,Approved,Yes
LN102118,45,Salaried,557700,770,Medical,262000,72,1,35.4,12.13,North,Rejected,No
LN102119,38,Salaried,279000,631,Home,93000,72,2,47.8,12.74,South,Approved,No
LN102120,41,Salaried,338900,569,Home,461000,60,1,34.1,13.68,East,Rejected,No
LN102121,41,Salaried,488900,651,Medical,609000,60,1,16.3,12.09,Central,Approved,No
LN102122,49,Salaried,630300,621,Medical,357000,12,0,28.0,12.84,West,Approved,No
LN102123,45,Salaried,1719800,819,Personal,2354000,60,0,38.7,12.05,West,Approved,No
LN102124,41,Salaried,872900,699,Education,837000,60,0,53.5,12.41,East,Rejected,No
LN102125,24,Salaried,393600,761,Medical,273000,36,0,8.5,9.93,North,Approved,No
LN102126,57,Salaried,435500,681,Business,626000,12,1,36.3,12.1,West,Rejected,No
LN102127,56,Salaried,1384500,688,Personal,1590000,36,1,20.8,11.26,North,Approved,No
LN102128,28,Salaried,1207900,698,Education,1162000,60,1,38.1,10.71,North,Approved,No
LN102129,32,Salaried,660100,772,Personal,934000,24,0,39.1,11.55,South,Rejected,No
LN102130,59,Salaried,509600,720,Business,523000,60,3,29.2,11.93,Central,Approved,No
LN102131,33,Salaried,1206700,631,Business,2046000,72,3,39.6,13.48,West,Rejected,No
LN102132,53,Business Owner,376400,805,Personal,561000,36,0,45.7,10.73,North,Approved,No
LN102133,52,Student,179685,681,Personal,127000,24,0,30.0,12.19,Central,Approved,No
LN102134,55,Business Owner,2268600,670,Personal,2020000,24,1,16.0,12.65,West,Approved,No
LN102135,21,Salaried,727700,516,Personal,1257000,36,0,49.1,13.52,East,Rejected,No
LN102136,40,Self-Employed,424300,741,Vehicle,688000,72,2,41.9,12.32,North,Rejected,No
LN102137,43,Salaried,814600,707,Home,346000,60,1,38.8,13.26,South,Rejected,No
LN102138,54,Business Owner,501900,706,Home,284000,72,1,23.7,10.47,South,Approved,No
LN102139,29,Business Owner,301900,674,Business,217000,84,0,43.8,12.72,West,Rejected,No
LN102140,33,Business Owner,955800,663,Home,1525000,36,1,56.5,13.75,East,Approved,No
LN102141,28,Business Owner,1202000,676,Home,2015000,60,2,30.5,11.93,South,Approved,No
LN102142,51,Salaried,547800,730,Medical,802000,48,0,33.1,12.78,South,Approved,No
LN102143,60,Business Owner,528200,742,Personal,300000,48,0,19.2,11.81,East,Rejected,No
LN102144,26,Business Owner,383000,685,Home,616000,36,0,23.4,13.17,Central,Approved,No
LN102145,30,Salaried,598500,762,Education,93000,36,2,19.1,11.61,North,Approved,No
LN102146,33,Business Owner,477100,695,Business,391000,60,0,33.6,13.4,West,Approved,No
LN102147,56,Salaried,372700,667,Vehicle,277000,60,3,27.9,12.4,Central,Rejected,No
LN102148,38,Student,102604,713,Vehicle,104000,36,1,36.5,11.08,West,Rejected,No
LN102149,32,Business Owner,840100,612,Vehicle,885000,24,1,21.3,12.02,South,Rejected,No
LN102150,33,Salaried,890500,715,Education,430000,60,1,30.0,12.57,West,Approved,No
LN102151,44,Self-Employed,1056600,600,Personal,473000,60,1,20.6,13.24,Central,Rejected,No
LN102152,36,Salaried,993300,633,Home,1456000,60,1,34.3,12.4,West,Rejected,No
LN102153,26,Business Owner,517900,569,Personal,119000,12,1,12.4,13.85,North,Rejected,No
LN102154,53,Business Owner,755100,689,Home,709000,36,2,33.8,11.91,North,Approved,No
LN102155,37,Self-Employed,560600,805,Home,239000,60,0,28.7,11.43,North,Rejected,No
LN102156,31,Business Owner,827300,692,Home,532000,60,1,34.2,12.45,North,Rejected,No
LN102157,50,Salaried,784400,742,Business,448000,12,1,12.2,10.26,West,Approved,No
LN102158,50,Salaried,526600,850,Home,687000,48,0,39.9,10.95,South,Approved,No
LN102159,27,Salaried,312900,726,Education,274000,48,0,28.4,13.39,West,Approved,No
LN102160,23,Salaried,704400,650,Home,429000,60,0,34.6,11.84,West,Rejected,No
LN102161,22,Salaried,580900,659,Personal,879000,24,0,9.6,12.23,East,Approved,No
LN102162,51,Salaried,229800,700,Vehicle,56000,60,1,17.1,10.84,North,Rejected,No
LN102163,46,Salaried,859400,659,Medical,1206000,84,2,27.3,11.58,South,Rejected,No
LN102164,52,Salaried,1105300,664,Personal,577000,36,2,48.5,11.74,North,Rejected,No
LN102165,46,Business Owner,2611200,764,Personal,4336000,36,0,38.3,12.33,Central,Approved,No
LN102166,37,Salaried,524200,767,Personal,57000,12,1,33.6,10.92,South,Rejected,No
LN102167,44,Business Owner,483300,593,Home,506000,12,1,20.9,13.49,North,Rejected,No
LN102168,49,Salaried,353100,647,Medical,409000,84,1,18.7,11.74,North,Approved,No
LN102169,36,Salaried,729000,670,Medical,788000,84,0,35.3,12.44,East,Rejected,No
LN102170,57,Salaried,726500,739,Education,1079000,12,0,40.4,12.21,East,Rejected,No
LN102171,56,Salaried,416000,774,Personal,121000,84,1,34.5,10.36,Central,Rejected,No
LN102172,53,Salaried,590400,850,Education,476000,24,0,52.5,11.48,South,Approved,No
LN102173,60,Salaried,218900,670,Personal,343000,60,0,23.8,12.3,North,Approved,No
LN102174,36,Salaried,1081900,673,Business,1743000,60,3,34.2,13.09,West,Approved,No
LN102175,25,Salaried,425400,738,Medical,403000,36,3,11.7,10.54,South,Rejected,No
LN102176,40,Self-Employed,637700,656,Vehicle,669000,60,1,34.5,11.87,South,Rejected,No
LN102177,50,Salaried,296600,691,Personal,415000,60,0,49.6,13.0,Central,Rejected,No
